Date,0
2008-12-26,
2008-12-29,
2008-12-30,
2008-12-31,
2009-01-01,
2009-01-02,
2009-01-05,
2009-01-06,
2009-01-07,
2009-01-08,
2009-01-09,
2009-01-12,
2009-01-13,
2009-01-14,
2009-01-15,
2009-01-16,
2009-01-19,
2009-01-20,
2009-01-21,
2009-01-22,
2009-01-23,-0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,0.0
2009-02-02,-0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.0
2009-02-09,0.0
2009-02-10,-0.0
2009-02-11,-0.0
2009-02-12,-0.0
2009-02-13,0.0
2009-02-16,-0.0
2009-02-17,0.0
2009-02-18,0.0
2009-02-19,-0.0
2009-02-20,0.0
2009-02-23,0.0
2009-02-24,-0.0
2009-02-25,-0.0
2009-02-26,0.0
2009-02-27,-0.0
2009-03-02,-0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,-0.0
2009-03-09,-0.0
2009-03-10,-0.0
2009-03-11,0.0
2009-03-12,0.0
2009-03-13,0.0
2009-03-16,0.0
2009-03-17,-0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,-0.0
2009-03-23,0.0
2009-03-24,0.0
2009-03-25,
2009-03-26,
2009-03-27,
2009-03-30,
2009-03-31,
2009-04-01,
2009-04-02,
2009-04-03,
2009-04-06,
2009-04-07,
2009-04-08,
2009-04-09,
2009-04-10,
2009-04-13,
2009-04-14,
2009-04-15,
2009-04-16,
2009-04-17,
2009-04-20,
2009-04-21,
2009-04-22,-0.0
2009-04-23,0.0
2009-04-24,-0.0
2009-04-27,0.0
2009-04-28,-0.0
2009-04-29,-0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-04,-0.0
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,-0.0
2009-05-08,-0.0
2009-05-11,-0.0
2009-05-12,0.0
2009-05-13,-0.0
2009-05-14,0.0
2009-05-15,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,-0.0
2009-05-22,-0.0
2009-05-25,-0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,-0.0
2009-05-29,-0.0
2009-06-01,0.0
2009-06-02,-0.0
2009-06-03,-0.0
2009-06-04,-0.0
2009-06-05,0.0
2009-06-08,0.0
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,-0.0010419080805814302
2009-06-12,0.004034685458563217
2009-06-15,-0.028635215556803626
2009-06-16,-0.00878452367113202
2009-06-17,0.01989970561361322
2009-06-18,-0.0010036025937823145
2009-06-19,-0.013700419821048363
2009-06-22,
2009-06-23,
2009-06-24,
2009-06-25,
2009-06-26,
2009-06-29,
2009-06-30,
2009-07-01,
2009-07-02,
2009-07-03,
2009-07-06,
2009-07-07,
2009-07-08,
2009-07-09,
2009-07-10,
2009-07-13,
2009-07-14,
2009-07-15,
2009-07-16,
2009-07-17,
2009-07-20,0.0
2009-07-21,-0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,-0.0
2009-07-27,-0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0
2009-07-31,-0.0
2009-08-03,-0.0
2009-08-04,-0.0
2009-08-05,0.0
2009-08-06,-0.0
2009-08-07,0.0
2009-08-10,-0.0
2009-08-11,-0.0
2009-08-12,-0.0
2009-08-13,-0.0
2009-08-14,0.0
2009-08-17,-0.0
2009-08-18,0.0
2009-08-19,-0.0
2009-08-20,-0.0
2009-08-21,-0.0
2009-08-24,-0.0
2009-08-25,-0.001220420999842637
2009-08-26,-0.002543908305778402
2009-08-27,-0.02894376804029571
2009-08-28,-0.0017190030765554503
2009-08-31,0.009709128794693876
2009-09-01,0.008086624441002391
2009-09-02,0.006958287000584647
2009-09-03,0.011315804249507105
2009-09-04,0.00031463445161971433
2009-09-07,-0.013919722181902577
2009-09-08,-0.01149806142567932
2009-09-09,-0.0062360193661120675
2009-09-10,0.007015523544356666
2009-09-11,0.002791493329235827
2009-09-14,-0.015465333115880636
2009-09-15,-0.012914403746772505
2009-09-16,-0.006701711276868432
2009-09-17,
2009-09-18,
2009-09-21,
2009-09-22,
2009-09-23,
2009-09-24,
2009-09-25,
2009-09-28,
2009-09-29,
2009-09-30,
2009-10-01,
2009-10-02,
2009-10-05,
2009-10-06,
2009-10-07,
2009-10-08,
2009-10-09,
2009-10-12,
2009-10-13,
2009-10-14,
2009-10-15,0.014196675655430134
2009-10-16,0.0051056933918300655
2009-10-19,-0.0026502036972499933
2009-10-20,0.0013700394783309152
2009-10-21,0.004728147282502696
2009-10-22,-0.0020764513381348903
2009-10-23,-0.012996166887638808
2009-10-26,0.011432360543030944
2009-10-27,0.007786239175641755
2009-10-28,0.0
2009-10-29,-0.0
2009-10-30,0.0
2009-11-02,-0.0
2009-11-03,0.0
2009-11-04,-0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,-0.0
2009-11-10,-0.0
2009-11-11,-0.0
2009-11-12,0.0
2009-11-13,-0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,-0.0
2009-11-19,-0.0
2009-11-20,-0.0
2009-11-23,-0.0
2009-11-24,-0.0
2009-11-25,-0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-30,-0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,-0.0
2009-12-04,0.0
2009-12-07,0.0
